district_code,district_name_english,state_name_english,n_pmjay_hospitals,n_pmjay_private,n_pmjay_public,is_apportioned
641,Tapi,Gujarat,52.0,5.0,46.0,False
589,Thiruvallur,Tamil Nadu,76.0,43.0,33.0,False
259,Thoubal,Manipur,7.0,2.0,5.0,False
592,Tirunelveli,Tamil Nadu,76.0,34.0,42.0,False
757,Tseminyu,Nagaland,4.454001671716644,2.1209531770079257,2.3330484947087182,True
548,Tumakuru,Karnataka,186.0,11.0,175.0,False
436,Umaria,Madhya Pradesh,6.0,1.0,5.0,False
461,Vadodara,Gujarat,108.0,45.0,59.0,False
224,Vaishali,Bihar,36.0,18.0,18.0,False
462,Valsad,Gujarat,81.0,14.0,65.0,False
596,Viluppuram,Tamil Nadu,63.0,28.0,35.0,False
520,Visakhapatnam,Andhra Pradesh,169.0,71.0,98.0,False
521,Vizianagaram,Andhra Pradesh,98.0,26.0,72.0,False
85,West,Delhi,11.0,11.0,0.0,False
440,Anand,Gujarat,45.0,17.0,27.0,False
502,Ananthapuramu,Andhra Pradesh,145.0,68.0,77.0,False
344,Anugul,Odisha,2.0,0.0,2.0,False
390,Anuppur,Madhya Pradesh,9.0,1.0,8.0,False
188,Araria,Bihar,13.0,3.0,10.0,False
610,Ariyalur,Tamil Nadu,18.0,5.0,13.0,False
391,Ashoknagar,Madhya Pradesh,5.0,0.0,5.0,False
124,Baghpat,Uttar Pradesh,34.0,17.0,17.0,False
392,Balaghat,Madhya Pradesh,13.0,3.0,10.0,False
775,Balotra,Rajasthan,16.760406044971273,4.736636490970143,12.023769554001131,True
441,Banas Kantha,Gujarat,250.0,104.0,144.0,False
88,Banswara,Rajasthan,30.0,5.0,25.0,False
89,Baran,Rajasthan,22.0,4.0,18.0,False
347,Bargarh,Odisha,0.0,0.0,0.0,False
131,Basti,Uttar Pradesh,103.0,53.0,50.0,False
774,Beawar,Rajasthan,18.02897082914697,6.904712232439266,11.124258596707707,True
526,Bengaluru Rural,Karnataka,71.0,11.0,60.0,False
442,Bharuch,Gujarat,40.0,20.0,17.0,False
396,Bhopal,Madhya Pradesh,193.0,176.0,17.0,False
349,Boudh,Odisha,0.0,0.0,0.0,False
472,Buldhana,Maharashtra,46.0,31.0,15.0,False
397,Burhanpur,Madhya Pradesh,13.0,8.0,5.0,False
229,Changlang,Arunachal Pradesh,6.0,0.0,6.0,False
323,Chatra,Jharkhand,10.0,3.0,7.0,False
532,Chikkamagaluru,Karnataka,120.0,5.0,115.0,False
533,Chitradurga,Karnataka,121.0,7.0,114.0,False
95,Chittorgarh,Rajasthan,35.0,7.0,28.0,False
758,Chumoukedima,Nagaland,16.30287135273263,12.337308050716585,3.965563302016045,True
96,Churu,Rajasthan,49.0,24.0,25.0,False
308,Cooch Behar,West Bengal,1.0,1.0,0.0,False
465,Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,13.0,2.0,11.0,False
324,Deoghar,Jharkhand,26.0,16.0,10.0,False
674,Devbhumi Dwarka,Gujarat,36.0,6.0,30.0,False
377,Dhamtari,Chhattisgarh,52.0,21.0,31.0,False
299,Dima Hasao,Assam,2.0,1.0,1.0,False
326,Dumka,Jharkhand,18.0,7.0,11.0,False
78,East,Delhi,5.0,5.0,0.0,False
740,Eastern West Khasi Hills,Meghalaya,0.0,0.0,0.0,False
505,East Godavari,Andhra Pradesh,234.0,86.0,148.0,False
274,East Khasi Hills,Meghalaya,51.0,10.0,41.0,False
327,East Singhbum,Jharkhand,44.0,31.0,13.0,False
475,Gadchiroli,Maharashtra,20.0,6.0,14.0,False
353,Gajapati,Odisha,0.0,0.0,0.0,False
626,Ganderbal,Jammu And Kashmir,3.0,1.0,2.0,False
734,Gaurela-Pendra-Marwahi,Chhattisgarh,20.0,2.0,18.0,False
329,Giridih,Jharkhand,30.0,18.0,12.0,False
675,Gir Somnath,Gujarat,51.0,13.0,37.0,False
287,Goalpara,Assam,14.0,7.0,7.0,False
476,Gondia,Maharashtra,28.0,15.0,13.0,False
506,Guntur,Andhra Pradesh,259.0,151.0,108.0,False
709,Hojai,Assam,11.0,4.0,7.0,False
312,Hooghly,West Bengal,1.0,1.0,0.0,False
33,Hoshiarpur,Punjab,21.0,6.0,15.0,False
313,Howrah,West Bengal,4.0,2.0,2.0,False
256,Imphal West,Manipur,23.0,17.0,6.0,False
411,Jabalpur,Madhya Pradesh,44.0,31.0,13.0,False
34,Jalandhar,Punjab,64.0,49.0,15.0,False
478,Jalgaon,Maharashtra,63.0,55.0,8.0,False
5,Jammu,Jammu And Kashmir,60.0,40.0,19.0,False
106,Jhunjhunu,Rajasthan,44.11808412311187,26.06977698183883,18.04830714127304,True
695,Jogulamba Gadwal,Telangana,15.0,2.0,13.0,False
711,Kakching,Manipur,4.0,2.0,2.0,False
538,Kalaburagi,Karnataka,181.0,33.0,148.0,False
717,Kamjong,Manipur,1.0,0.0,1.0,False
291,Kamrup,Assam,30.0,17.0,13.0,False
712,Kangpokpi,Manipur,2.0,0.0,2.0,False
292,Karbi Anglong,Assam,8.0,3.0,5.0,False
558,Kasaragod,Kerala,32.0,21.0,11.0,False
509,Khammam,Telangana,67.0,33.0,34.0,False
728,Khawzawl,Mizoram,5.685959567986707,0.3553724729991692,5.330587094987537,True
362,Khordha,Odisha,4.0,0.0,4.0,False
541,Kodagu,Karnataka,48.0,0.0,48.0,False
363,Koraput,Odisha,0.0,0.0,0.0,False
383,Korba,Chhattisgarh,66.0,15.0,51.0,False
384,Korea,Chhattisgarh,17.0,0.0,17.0,False
677,Kra Daadi,Arunachal Pradesh,1.0,0.0,1.0,False
577,Krishnagiri,Tamil Nadu,65.0,37.0,28.0,False
68,Kurukshetra,Haryana,80.0,62.0,18.0,False
21,Lahaul And Spiti,Himachal Pradesh,6.0,0.0,6.0,False
295,Lakhimpur,Assam,14.0,8.0,6.0,False
724,Leparada,Arunachal Pradesh,1.0,0.0,1.0,False
666,Longding,Arunachal Pradesh,1.0,0.0,1.0,False
236,Lower Subansiri,Arunachal Pradesh,1.0,0.0,1.0,False
36,Ludhiana,Punjab,94.0,76.0,18.0,False
512,Mahabubnagar,Telangana,56.0,19.0,37.0,False
385,Mahasamund,Chhattisgarh,63.0,27.0,36.0,False
599,Mahe,Puducherry,3.0,1.0,2.0,False
416,Mandsaur,Madhya Pradesh,23.0,12.0,11.0,False
544,Mandya,Karnataka,156.0,9.0,147.0,False
766,MAUGANJ,Madhya Pradesh,7.312040982518331,2.8725875288464873,4.4394534536718435,True
761,Mohla-Manpur-Ambagarh Chouki,Chhattisgarh,18.0,4.0,14.0,False
297,Nagaon,Assam,30.0,17.0,13.0,False
298,Nalbari,Assam,8.0,6.0,2.0,False
580,Namakkal,Tamil Nadu,61.0,33.0,28.0,False
678,Namsai,Arunachal Pradesh,3.0,0.0,3.0,False
755,Nandyal,Andhra Pradesh,25.0,3.0,22.0,False
773,Neem Ka Thana,Rajasthan,43.88191587688813,25.93022301816117,17.95169285872696,True
79,New Delhi,Delhi,24.0,20.0,4.0,False
368,Nuapada,Odisha,0.0,0.0,0.0,False
454,Panch Mahals,Gujarat,44.0,12.0,30.0,False
211,Pashchim Champaran,Bihar,24.0,5.0,19.0,False
455,Patan,Gujarat,99.0,27.0,71.0,False
581,Perambalur,Tamil Nadu,22.0,12.0,10.0,False
613,Peren,Nagaland,6.0,0.0,6.0,False
248,Phek,Nagaland,12.0,2.0,10.0,False
715,Pherzawl,Manipur,1.0,0.0,1.0,False
517,Prakasam,Andhra Pradesh,162.0,53.0,109.0,False
629,Pratapgarh,Rajasthan,12.0,1.0,11.0,False
582,Pudukkottai,Tamil Nadu,44.0,12.0,32.0,False
317,Purba Medinipur,West Bengal,2.0,0.0,2.0,False
214,Purnia,Bihar,27.0,11.0,16.0,False
321,Purulia,West Bengal,1.0,0.0,1.0,False
388,Rajnandgaon,Chhattisgarh,64.0,30.0,34.0,False
112,Rajsamand,Rajasthan,27.0,9.0,18.0,False
583,Ramanathapuram,Tamil Nadu,38.0,10.0,28.0,False
339,Ranchi,Jharkhand,119.0,93.0,26.0,False
492,Ratnagiri,Maharashtra,19.0,11.0,8.0,False
370,Rayagada,Odisha,0.0,0.0,0.0,False
216,Saharsa,Bihar,16.0,6.0,10.0,False
340,Sahebganj,Jharkhand,10.0,3.0,7.0,False
762,Sakti,Chhattisgarh,32.0,6.0,26.0,False
178,Sant Kabir Nagar,Uttar Pradesh,65.0,38.0,27.0,False
341,Saraikela Kharsawan,Jharkhand,25.0,17.0,8.0,False
113,Sawai Madhopur,Rajasthan,35.0,16.0,19.0,False
653,Sepahijala,Tripura,19.0,0.0,19.0,False
268,Serchhip,Mizoram,7.0,0.0,7.0,False
429,Shahdol,Madhya Pradesh,15.0,5.0,10.0,False
220,Sheohar,Bihar,5.0,1.0,4.0,False
181,Shrawasti,Uttar Pradesh,23.0,4.0,19.0,False
342,Simdega,Jharkhand,8.0,1.0,7.0,False
222,Siwan,Bihar,27.0,6.0,21.0,False
25,Solan,Himachal Pradesh,33.0,25.0,8.0,False
670,South East,Delhi,2.0,2.0,0.0,False
84,South West,Delhi,15.0,13.0,2.0,False
648,Surajpur,Chhattisgarh,52.0,5.0,47.0,False
389,Surguja,Chhattisgarh,60.0,25.0,35.0,False
258,Tamenglong,Manipur,1.0,0.0,1.0,False
609,Tarn Taran,Punjab,26.0,14.0,12.0,False
238,Tawang,Arunachal Pradesh,1.0,0.0,1.0,False
733,Tenkasi,Tamil Nadu,2.0,0.0,2.0,False
586,Thanjavur,Tamil Nadu,80.0,38.0,42.0,False
587,The Nilgiris,Tamil Nadu,36.0,14.0,22.0,False
302,Tinsukia,Assam,9.0,3.0,6.0,False
239,Tirap,Arunachal Pradesh,1.0,0.0,1.0,False
732,Tirupathur,Tamil Nadu,3.0,3.0,0.0,False
116,Tonk,Rajasthan,33.0,17.0,16.0,False
549,Udupi,Karnataka,95.0,14.0,81.0,False
260,Ukhrul,Manipur,2.0,1.0,1.0,False
26,Una,Himachal Pradesh,32.0,22.0,10.0,False
381,Uttar Bastar Kanker,Chhattisgarh,45.0,9.0,36.0,False
437,Vidisha,Madhya Pradesh,21.0,10.0,11.0,False
738,Vijayanagar,Karnataka,14.0,0.0,14.0,False
530,Vijayapura,Karnataka,273.0,140.0,133.0,False
698,Vikarabad,Telangana,31.0,5.0,26.0,False
499,Washim,Maharashtra,27.0,18.0,9.0,False
710,West Karbi Anglong,Assam,3.0,0.0,3.0,False
250,Wokha,Nagaland,8.0,2.0,6.0,False
501,Adilabad,Telangana,35.0,4.0,31.0,False
438,Ahmedabad,Gujarat,208.0,119.0,80.0,False
261,Aizawl,Mizoram,21.159524267503354,3.6799172639136266,17.479607003589727,True
467,Akola,Maharashtra,29.0,24.0,5.0,False
119,Aligarh,Uttar Pradesh,91.0,61.0,30.0,False
639,Alirajpur,Madhya Pradesh,7.0,0.0,7.0,False
87,Alwar,Rajasthan,54.88582497045977,26.952860476565068,27.932964493894705,True
640,Amethi,Uttar Pradesh,59.0,19.0,40.0,False
123,Azamgarh,Uttar Pradesh,84.0,32.0,52.0,False
524,Bagalkote,Karnataka,136.0,57.0,79.0,False
46,Bageshwar,Uttarakhand,4.0,0.0,4.0,False
528,Ballari,Karnataka,118.0,9.0,109.0,False
750,Bapatla,Andhra Pradesh,4.0,2.0,2.0,False
90,Barmer,Rajasthan,29.239593955028727,8.263363509029858,20.97623044599887,True
605,Barnala,Punjab,13.0,7.0,6.0,False
280,Barpeta,Assam,17.0,8.0,9.0,False
374,Bastar,Chhattisgarh,49.0,3.0,46.0,False
394,Betul,Madhya Pradesh,20.0,8.0,12.0,False
348,Bhadrak,Odisha,0.0,0.0,0.0,False
443,Bhavnagar,Gujarat,109.0,41.0,66.0,False
92,Bhilwara,Rajasthan,34.98648341743051,13.994593366972206,20.99189005045831,True
59,Bhiwani,Haryana,92.0,55.0,37.0,False
529,Bidar,Karnataka,98.0,14.0,84.0,False
132,Bijnor,Uttar Pradesh,111.0,80.0,31.0,False
15,Bilaspur,Himachal Pradesh,15.0,5.0,10.0,False
322,Bokaro,Jharkhand,34.0,18.0,16.0,False
281,Bongaigaon,Assam,9.0,3.0,6.0,False
2,Budgam,Jammu And Kashmir,14.0,4.0,10.0,False
194,Buxar,Bihar,14.0,2.0,12.0,False
77,Central,Delhi,7.0,3.0,4.0,False
16,Chamba,Himachal Pradesh,13.0,5.0,8.0,False
262,Champhai,Mizoram,10.314040432013293,0.6446275270008308,9.669412905012463,True
44,Chandigarh,Chandigarh,34.0,26.0,7.0,False
730,Chengalpattu,Tamil Nadu,19.0,16.0,3.0,False
469,Chhatrapati Sambhajinagar,Maharashtra,51.0,48.0,3.0,False
399,Chhindwara,Madhya Pradesh,15.598682303787514,6.567866233173691,9.030816070613824,True
136,Chitrakoot,Uttar Pradesh,31.0,3.0,28.0,False
254,Churachandpur,Manipur,4.0,2.0,2.0,False
570,Cuddalore,Tamil Nadu,58.0,23.0,35.0,False
350,Cuttack,Odisha,0.0,0.0,0.0,False
534,Dakshina Kannada,Karnataka,127.0,23.0,104.0,False
463,Daman,The Dadra And Nagar Haveli And Daman And Diu,6.0,3.0,3.0,False
195,Darbhanga,Bihar,51.0,31.0,20.0,False
97,Dausa,Rajasthan,41.0,11.0,30.0,False
767,Deeg,Rajasthan,26.098411512512254,12.628263635086574,13.47014787742568,True
137,Deoria,Uttar Pradesh,53.0,25.0,28.0,False
402,Dewas,Madhya Pradesh,17.0,7.0,10.0,False
403,Dhar,Madhya Pradesh,22.0,7.0,15.0,False
488,Dharashiv,Maharashtra,30.0,18.0,12.0,False
474,Dhule,Maharashtra,41.0,33.0,8.0,False
747,Dr. B.R. Ambedkar Konaseema,Andhra Pradesh,4.0,3.0,1.0,False
231,East Kameng,Arunachal Pradesh,1.0,0.0,1.0,False
139,Etawah,Uttar Pradesh,48.0,10.0,38.0,False
60,Faridabad,Haryana,52.0,33.0,19.0,False
143,Firozabad,Uttar Pradesh,55.0,12.0,43.0,False
100,Ganganagar,Rajasthan,47.10637690638889,30.97405604803653,16.132320858352358,True
288,Golaghat,Assam,9.0,4.0,5.0,False
148,Gorakhpur,Uttar Pradesh,281.0,190.0,91.0,False
406,Guna,Madhya Pradesh,9.0,3.0,6.0,False
228,Gyalshing,Sikkim,2.0,0.0,2.0,False
149,Hamirpur,Uttar Pradesh,37.0,3.0,34.0,False
556,Idukki,Kerala,16.0,10.0,6.0,False
255,Imphal East,Manipur,16.0,14.0,2.0,False
410,Indore,Madhya Pradesh,89.0,70.0,18.0,False
783,Jaipur (Gramin),Rajasthan,118.88972330152882,95.36608820978248,23.523635091746343,True
103,Jaisalmer,Rajasthan,17.0,2.0,15.0,False
689,Jangoan,Telangana,22.0,4.0,18.0,False
152,Jaunpur,Uttar Pradesh,147.0,35.0,112.0,False
64,Jhajjar,Haryana,63.0,43.0,20.0,False
448,Junagadh,Gujarat,78.0,26.0,48.0,False
66,Kaithal,Haryana,37.0,24.0,13.0,False
718,Kamle,Arunachal Pradesh,1.0,0.0,1.0,False
575,Kanniyakumari,Tamil Nadu,87.0,59.0,28.0,False
598,Karaikal,Puducherry,4.0,2.0,2.0,False
293,Karimganj,Assam,12.0,2.0,10.0,False
158,Kaushambi,Uttar Pradesh,34.0,7.0,27.0,False
781,Kekri,Rajasthan,20.41710629617266,8.458515465557243,11.958590830615414,True
361,Kendujhar,Odisha,0.0,0.0,0.0,False
759,Khairagarh-Chhuikhadan-Gandai,Chhattisgarh,18.0,2.0,16.0,False
245,Kohima,Nagaland,16.545998328283357,7.879046822992074,8.666951505291282,True
294,Kokrajhar,Assam,5.0,1.0,4.0,False
480,Kolhapur,Maharashtra,103.0,81.0,22.0,False
643,Kondagaon,Chhattisgarh,36.0,7.0,29.0,False
20,Kullu,Himachal Pradesh,22.0,13.0,9.0,False
233,Kurung Kumey,Arunachal Pradesh,1.0,0.0,1.0,False
9,Leh Ladakh,Ladakh,5.0,0.0,5.0,False
162,Lucknow,Uttar Pradesh,326.0,274.0,52.0,False
205,Madhepura,Bihar,22.0,6.0,16.0,False
737,Malerkotla,Punjab,7.0,4.0,3.0,False
226,Mangan,Sikkim,2.0,0.0,2.0,False
37,Mansa,Punjab,17.0,11.0,6.0,False
296,Marigaon,Assam,6.0,0.0,6.0,False
167,Mathura,Uttar Pradesh,91.0,51.0,40.0,False
169,Meerut,Uttar Pradesh,153.0,108.0,45.0,False
38,Moga,Punjab,30.0,23.0,7.0,False
647,Mungeli,Chhattisgarh,40.0,7.0,33.0,False
172,Muzaffarnagar,Uttar Pradesh,97.0,36.0,61.0,False
208,Muzaffarpur,Bihar,69.0,49.0,20.0,False
110,Nagaur,Rajasthan,40.67803332967525,18.305114998353865,22.372918331321387,True
227,Namchi,Sikkim,5.0,1.0,4.0,False
637,Narayanpur,Chhattisgarh,8.0,1.0,7.0,False
452,Narmada,Gujarat,23.0,1.0,22.0,False
367,Nayagarh,Odisha,0.0,0.0,0.0,False
764,Niuland,Nagaland,1.1599768750115491,0.8778203378465778,0.2821565371649714,True
303,North 24 Parganas,West Bengal,5.0,4.0,1.0,False
632,North And Middle Andaman,Andaman And Nicobar Islands,3.0,0.0,3.0,False
656,North Garo Hills,Meghalaya,12.0,0.0,12.0,False
604,Nuh,Haryana,30.0,6.0,24.0,False
741,Pakyong,Sikkim,2.0,0.0,2.0,False
111,Pali,Rajasthan,28.97102917085303,11.095287767560734,17.875741403292295,True
751,Palnadu,Andhra Pradesh,10.0,8.0,2.0,False
619,Palwal,Haryana,42.0,18.0,24.0,False
420,Panna,Madhya Pradesh,9.0,1.0,8.0,False
52,Pauri Garhwal,Uttarakhand,13.0,4.0,9.0,False
772,Phalodi,Rajasthan,18.526906173170985,10.258700112416992,8.268206060753993,True
173,Pilibhit,Uttar Pradesh,49.0,20.0,29.0,False
306,Purba Bardhaman,West Bengal,0.0,0.0,0.0,False
457,Rajkot,Gujarat,139.0,61.0,74.0,False
631,Ramanagara,Karnataka,85.0,3.0,82.0,False
607,Ramgarh,Jharkhand,18.0,11.0,7.0,False
176,Rampur,Uttar Pradesh,35.0,12.0,23.0,False
731,Ranipet,Tamil Nadu,2.0,1.0,1.0,False
424,Rewa,Madhya Pradesh,20.687959017481667,8.127412471153512,12.560546546328156,True
215,Rohtas,Bihar,29.0,10.0,19.0,False
42,Rupnagar,Punjab,28.0,20.0,8.0,False
779,Sanchore,Rajasthan,15.718350986750368,9.708393256522285,6.0099577302280816,True
494,Satara,Maharashtra,46.0,28.0,18.0,False
428,Seoni,Madhya Pradesh,9.0,2.0,7.0,False
180,Shahjahanpur,Uttar Pradesh,65.0,19.0,46.0,False
430,Shajapur,Madhya Pradesh,14.0,6.0,8.0,False
431,Sheopur,Madhya Pradesh,7.0,1.0,6.0,False
432,Shivpuri,Madhya Pradesh,14.0,4.0,10.0,False
625,Shopian,Jammu And Kashmir,5.0,2.0,3.0,False
433,Sidhi,Madhya Pradesh,9.0,2.0,7.0,False
638,Singrauli,Madhya Pradesh,14.0,3.0,11.0,False
183,Sitapur,Uttar Pradesh,88.0,19.0,69.0,False
496,Solapur,Maharashtra,87.0,79.0,8.0,False
742,Soreng,Sikkim,1.0,0.0,1.0,False
83,South,Delhi,12.0,12.0,0.0,False
707,South Salmara Mancachar,Assam,4.0,0.0,4.0,False
663,South West Garo Hills,Meghalaya,11.0,0.0,11.0,False
519,Srikakulam,Andhra Pradesh,118.0,18.0,100.0,False
642,Sukma,Chhattisgarh,13.0,0.0,13.0,False
223,Supaul,Bihar,18.0,6.0,12.0,False
756,Tamulpur,Assam,1.2287977264952767,0.0,1.2287977264952767,True
55,Tehri Garhwal,Uttarakhand,10.0,0.0,10.0,False
497,Thane,Maharashtra,108.0,72.0,36.0,False
565,Thiruvananthapuram,Kerala,64.0,31.0,33.0,False
591,Tiruchirappalli,Tamil Nadu,99.0,63.0,36.0,False
634,Tiruppur,Tamil Nadu,71.0,39.0,32.0,False
593,Tiruvannamalai,Tamil Nadu,51.0,14.0,37.0,False
117,Udaipur,Rajasthan,56.97888489841677,18.7216336094798,38.25725128893698,True
617,Udalguri,Assam,4.0,0.0,4.0,False
240,Upper Siang,Arunachal Pradesh,2.0,0.0,2.0,False
550,Uttara Kannada,Karnataka,117.0,7.0,110.0,False
57,Uttar Kashi,Uttarakhand,4.0,0.0,4.0,False
522,Warangal,Telangana,35.0,9.0,26.0,False
567,Wayanad,Kerala,24.0,17.0,7.0,False
278,West Garo Hills,Meghalaya,21.0,2.0,19.0,False
275,West Jaintia Hills,Meghalaya,19.0,3.0,16.0,False
243,West Siang,Arunachal Pradesh,1.0,0.0,1.0,False
343,West Singhbhum,Jharkhand,25.0,8.0,17.0,False
697,Yadadri Bhuvanagiri,Telangana,28.0,2.0,26.0,False
635,Yadgir,Karnataka,66.0,4.0,62.0,False
601,Yanam,Puducherry,1.0,0.0,1.0,False
251,Zunheboto,Nagaland,6.0,2.0,4.0,False
