hospital_ref,district_code,state,hospital_type,basic_tier,specialties
HOSP-22266,466,MAHARASHTRA,Private(For Profit),False,
HOSP-22267,657,MEGHALAYA,Public,True,emergency_room|general_medicine|obgyn|oral_maxillofacial|paediatric_medicine
HOSP-22268,481,MAHARASHTRA,Public,False,
HOSP-22269,270,TRIPURA,Public,True,emergency_room|general_medicine
HOSP-22270,130,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|neonatal|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|urology
HOSP-22271,700,TELANGANA,Public,False,
HOSP-22272,661,UTTAR PRADESH,Public,True,general_medicine
HOSP-22273,387,CHHATTISGARH,Private(For Profit),False,orthopaedics
HOSP-22274,209,BIHAR,Public,True,emergency_room|ent|general_medicine|general_surgery|obgyn
HOSP-22275,388,CHHATTISGARH,Public,True,emergency_room|general_medicine|neonatal|obgyn|paediatric_medicine
HOSP-22276,184,UTTAR PRADESH,Public,True,emergency_room|general_medicine|general_surgery|neonatal|obgyn|paediatric_medicine
HOSP-22277,516,TELANGANA,Public,False,
HOSP-22278,586,TAMIL NADU,Private(For Profit),False,
HOSP-22279,195,BIHAR,Private(For Profit),False,neonatal|paediatric_medicine
HOSP-22280,697,TELANGANA,Public,True,
HOSP-22281,478,MAHARASHTRA,Public,False,
HOSP-22282,547,KARNATAKA,Private(For Profit),False,
HOSP-22283,134,UTTAR PRADESH,Public,True,general_medicine
HOSP-22284,163,UTTAR PRADESH,Public,True,general_medicine
HOSP-22285,148,UTTAR PRADESH,Private(For Profit),False,general_medicine|general_surgery|obgyn
HOSP-22286,132,UTTAR PRADESH,Private(For Profit),False,general_surgery|obgyn|urology
HOSP-22287,501,TELANGANA,Public,True,
HOSP-22288,196,BIHAR,Public,True,emergency_room|general_medicine
HOSP-22289,327,JHARKHAND,Private(For Profit),False,emergency_room|general_medicine
HOSP-22290,75,HARYANA,Public,True,emergency_room|general_medicine
HOSP-22291,96,RAJASTHAN,Private(For Profit),False,burns|cardiology|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|plastic_surgery
HOSP-22292,396,MADHYA PRADESH,Private(For Profit),False,neonatal|paediatric_medicine|paediatric_surgery
HOSP-22293,460,GUJARAT,Private(For Profit),False,general_surgery|neonatal|orthopaedics|paediatric_medicine|polytrauma|urology
HOSP-22294,375,CHHATTISGARH,Public,True,emergency_room|ent|general_medicine|general_surgery|obgyn|ophthalmology
HOSP-22295,160,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|ophthalmology
HOSP-22296,518,TELANGANA,Private(For Profit),False,
HOSP-22297,538,KARNATAKA,Private(For Profit),False,general_surgery|obgyn
HOSP-22298,31,PUNJAB,Private(Not For Profit),False,general_surgery|orthopaedics|urology
HOSP-22299,438,GUJARAT,Private(For Profit),False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|medical_oncology|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|surgical_oncology|urology
HOSP-22300,503,ANDHRA PRADESH,Private(For Profit),False,
HOSP-22301,583,TAMIL NADU,Public,True,
HOSP-22302,187,UTTAR PRADESH,Public,True,emergency_room|general_medicine|general_surgery|obgyn|oral_maxillofacial
HOSP-22303,162,UTTAR PRADESH,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|obgyn|orthopaedics|polytrauma|urology
HOSP-22304,528,KARNATAKA,Public,True,
HOSP-22305,396,MADHYA PRADESH,Private(Not For Profit),False,urology
HOSP-22306,525,KARNATAKA,Public,True,
HOSP-22307,133,UTTAR PRADESH,Public,True,general_medicine
HOSP-22308,511,ANDHRA PRADESH,Public,True,emergency_room|general_medicine
HOSP-22309,632,ANDAMAN AND NICOBAR ISLANDS,Public,True,general_medicine
HOSP-22310,683,TELANGANA,Public,True,emergency_room|general_medicine
HOSP-22311,385,CHHATTISGARH,Private(For Profit),False,general_surgery|oral_maxillofacial|orthopaedics
HOSP-22312,96,RAJASTHAN,Public,True,emergency_room|general_medicine
HOSP-22313,556,KERALA,Private(Not For Profit),False,ent|general_medicine|general_surgery|neonatal|obgyn|orthopaedics|paediatric_medicine
HOSP-22314,503,ANDHRA PRADESH,Private(For Profit),False,
HOSP-22315,206,BIHAR,Private(For Profit),False,general_surgery|neonatal|obgyn|paediatric_medicine
HOSP-22316,73,HARYANA,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|urology
HOSP-22317,157,UTTAR PRADESH,Private(Not For Profit),False,burns|emergency_room|ent|general_medicine|general_surgery|medical_oncology|neurosurgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|paediatric_surgery|urology
HOSP-22318,508,TELANGANA,Public,True,emergency_room|general_medicine
HOSP-22319,584,TAMIL NADU,Public,False,
HOSP-22320,132,UTTAR PRADESH,Private(For Profit),False,general_surgery|obgyn|orthopaedics|polytrauma
HOSP-22321,109,RAJASTHAN,Private(For Profit),False,
HOSP-22322,442,GUJARAT,,False,general_medicine|general_surgery|orthopaedics
HOSP-22323,387,CHHATTISGARH,Private(For Profit),False,neonatal|paediatric_medicine|paediatric_surgery
HOSP-22324,387,CHHATTISGARH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics
HOSP-22325,466,MAHARASHTRA,Private(For Profit),False,
HOSP-22326,417,MADHYA PRADESH,Public,True,emergency_room|general_medicine
HOSP-22327,456,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22328,549,KARNATAKA,Private(For Profit),False,ent|general_surgery|obgyn|ophthalmology|orthopaedics|paediatric_surgery|urology
HOSP-22329,490,MAHARASHTRA,Private(For Profit),False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neurosurgery|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|surgical_oncology|urology
HOSP-22330,118,UTTAR PRADESH,Private(For Profit),False,cardiology|ent|general_surgery|neurosurgery|obgyn|orthopaedics|plastic_surgery|urology
HOSP-22331,135,UTTAR PRADESH,Private(For Profit),False,ent|general_medicine|general_surgery|obgyn|orthopaedics|urology
HOSP-22332,530,KARNATAKA,Private(For Profit),False,
HOSP-22333,438,GUJARAT,Private(For Profit),False,cardiology|ctvs|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neurosurgery|orthopaedics|plastic_surgery|polytrauma|surgical_oncology|urology
HOSP-22334,126,UTTAR PRADESH,Public,True,general_medicine
HOSP-22335,569,TAMIL NADU,Private(For Profit),False,
HOSP-22336,645,CHHATTISGARH,Public,True,emergency_room|general_medicine|general_surgery|obgyn
HOSP-22337,538,KARNATAKA,GOI,False,emergency_room|ent|general_medicine|general_surgery|neonatal|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine
HOSP-22338,569,TAMIL NADU,Private(For Profit),False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neonatal|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|radiation_oncology|surgical_oncology|urology
HOSP-22339,41,PUNJAB,Private(For Profit),False,general_surgery|neonatal|obgyn
HOSP-22340,505,ANDHRA PRADESH,Public,True,
HOSP-22341,446,GUJARAT,Private(For Profit),False,cardiology|ctvs
HOSP-22342,119,UTTAR PRADESH,Private(For Profit),False,general_medicine|general_surgery|obgyn|orthopaedics
HOSP-22343,528,KARNATAKA,Public,True,
HOSP-22344,124,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-22345,145,UTTAR PRADESH,Private(For Profit),False,emergency_room|ent|general_surgery|obgyn|orthopaedics|paediatric_medicine|urology
HOSP-22346,159,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-22347,457,GUJARAT,Private(For Profit),False,neonatal|paediatric_medicine
HOSP-22348,578,TAMIL NADU,Private(For Profit),False,general_medicine|urology
HOSP-22349,144,UTTAR PRADESH,Private(Not For Profit),False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|surgical_oncology|urology
HOSP-22350,687,TELANGANA,Public,True,
HOSP-22351,90,RAJASTHAN,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine
HOSP-22352,117,RAJASTHAN,Public,False,emergency_room|ent|general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine
HOSP-22353,522,TELANGANA,Public,True,
HOSP-22354,62,HARYANA,Private(Not For Profit),False,burns|cardiology|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|urology
HOSP-22355,450,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22356,27,PUNJAB,Public,False,oral_maxillofacial
HOSP-22357,678,ARUNACHAL PRADESH,Public,False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|polytrauma
HOSP-22358,539,KARNATAKA,Public,True,paediatric_cancer|surgical_oncology
HOSP-22359,203,BIHAR,Public,True,emergency_room|general_medicine
HOSP-22360,470,MAHARASHTRA,Public,False,
HOSP-22361,441,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22362,407,MADHYA PRADESH,Public,False,emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neonatal|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|paediatric_surgery|urology
HOSP-22363,41,PUNJAB,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22364,646,CHHATTISGARH,Public,True,general_medicine|obgyn
HOSP-22365,160,UTTAR PRADESH,Private(Not For Profit),False,emergency_room|general_medicine|general_surgery|obgyn
HOSP-22366,102,RAJASTHAN,Private(For Profit),False,
HOSP-22367,505,ANDHRA PRADESH,Public,True,
HOSP-22368,501,TELANGANA,Public,True,emergency_room|general_medicine
HOSP-22369,443,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22370,461,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22371,340,JHARKHAND,Public,False,emergency_room|general_medicine|general_surgery|obgyn|paediatric_medicine
HOSP-22372,455,GUJARAT,Private(For Profit),False,general_surgery|urology
HOSP-22373,497,MAHARASHTRA,Private(For Profit),False,
HOSP-22374,648,CHHATTISGARH,Public,True,emergency_room|general_medicine|obgyn
HOSP-22375,246,NAGALAND,Private(For Profit),False,burns|emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|urology
HOSP-22376,162,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|orthopaedics
HOSP-22377,159,UTTAR PRADESH,Public,False,general_surgery|obgyn|paediatric_medicine
HOSP-22378,458,GUJARAT,Public,False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22379,75,HARYANA,Public,False,emergency_room|general_medicine|general_surgery|obgyn|oral_maxillofacial
HOSP-22380,486,MAHARASHTRA,Private(For Profit),False,
HOSP-22381,274,MEGHALAYA,GOI,False,emergency_room|ent|general_medicine|general_surgery|obgyn|ophthalmology|oral_maxillofacial|paediatric_medicine
HOSP-22382,143,UTTAR PRADESH,Public,True,general_medicine
HOSP-22383,634,TAMIL NADU,Private(For Profit),False,burns|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neurosurgery|obgyn|orthopaedics|paediatric_medicine|plastic_surgery|surgical_oncology|urology
HOSP-22384,591,TAMIL NADU,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|urology
HOSP-22385,171,UTTAR PRADESH,Private(For Profit),False,ophthalmology
HOSP-22386,447,GUJARAT,Public,False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22387,212,BIHAR,Public,False,emergency_room|general_medicine|obgyn|ophthalmology|paediatric_medicine
HOSP-22388,629,RAJASTHAN,Public,False,general_surgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine
HOSP-22389,592,TAMIL NADU,Public,True,
HOSP-22390,110,RAJASTHAN,Public,False,
HOSP-22391,385,CHHATTISGARH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics
HOSP-22392,524,KARNATAKA,Public,False,
HOSP-22393,483,MAHARASHTRA,Private(For Profit),False,
HOSP-22394,179,UTTAR PRADESH,Public,True,general_medicine
HOSP-22395,641,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22396,5,JAMMU AND KASHMIR,Private(For Profit),False,general_medicine
HOSP-22397,232,ARUNACHAL PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|oral_maxillofacial
HOSP-22398,595,TAMIL NADU,Public,False,
HOSP-22399,546,KARNATAKA,Public,True,
HOSP-22400,375,CHHATTISGARH,Public,True,emergency_room|general_medicine|obgyn
HOSP-22401,486,MAHARASHTRA,Private(For Profit),False,
HOSP-22402,213,BIHAR,Public,True,
HOSP-22403,417,MADHYA PRADESH,Public,False,emergency_room|general_medicine|obgyn|orthopaedics|paediatric_medicine
HOSP-22404,112,RAJASTHAN,Public,False,emergency_room|ent|general_medicine|general_surgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine
HOSP-22405,535,KARNATAKA,Public,True,
HOSP-22406,578,TAMIL NADU,Private(For Profit),False,
HOSP-22407,749,ANDHRA PRADESH,Private(For Profit),False,
HOSP-22408,653,TRIPURA,Public,True,emergency_room|general_medicine
HOSP-22409,506,ANDHRA PRADESH,Private(For Profit),False,
HOSP-22410,569,TAMIL NADU,Private(For Profit),False,orthopaedics
HOSP-22411,527,KARNATAKA,Public,True,
HOSP-22412,449,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22413,459,GUJARAT,Private(For Profit),False,orthopaedics|polytrauma
HOSP-22414,542,KARNATAKA,Public,True,
HOSP-22415,589,TAMIL NADU,Private(For Profit),False,emergency_room|general_medicine|general_surgery
HOSP-22416,250,NAGALAND,Public,False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22417,547,KARNATAKA,Public,True,
HOSP-22418,187,UTTAR PRADESH,Public,False,mental_disorders
HOSP-22419,383,CHHATTISGARH,Private(Not For Profit),False,emergency_room|ent|general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine
HOSP-22420,525,KARNATAKA,Public,True,
HOSP-22421,206,BIHAR,Private(For Profit),False,ophthalmology
HOSP-22422,428,MADHYA PRADESH,Public,False,emergency_room|ent|general_medicine|general_surgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine
HOSP-22423,448,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22424,481,MAHARASHTRA,Private(For Profit),False,
HOSP-22425,534,KARNATAKA,Private(For Profit),False,ent|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|orthopaedics|urology
HOSP-22426,108,RAJASTHAN,Public,True,emergency_room|general_medicine
HOSP-22427,518,TELANGANA,Private(For Profit),False,
HOSP-22428,61,HARYANA,Private(For Profit),False,ophthalmology
HOSP-22429,157,UTTAR PRADESH,Private(For Profit),False,cardiology
HOSP-22430,572,TAMIL NADU,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|urology
HOSP-22431,209,BIHAR,Public,True,emergency_room|general_medicine|general_surgery
HOSP-22432,543,KARNATAKA,Public,True,
HOSP-22433,526,KARNATAKA,Public,True,
HOSP-22434,503,ANDHRA PRADESH,Public,True,
HOSP-22435,537,KARNATAKA,Public,True,
HOSP-22436,519,ANDHRA PRADESH,Private(For Profit),False,
HOSP-22437,104,RAJASTHAN,Public,True,
HOSP-22438,170,UTTAR PRADESH,Private(For Profit),False,ent|general_medicine|general_surgery|obgyn|ophthalmology|orthopaedics
HOSP-22439,642,CHHATTISGARH,Public,True,emergency_room|general_medicine|obgyn
HOSP-22440,387,CHHATTISGARH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|polytrauma
HOSP-22441,568,TAMIL NADU,Private(For Profit),False,cardiology|ctvs|emergency_room|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neurosurgery|orthopaedics|paediatric_medicine|urology
HOSP-22442,379,CHHATTISGARH,Public,True,emergency_room|general_medicine|obgyn
HOSP-22443,134,UTTAR PRADESH,Public,True,general_medicine
HOSP-22444,454,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22445,71,HARYANA,Public,True,burns|emergency_room|ent|general_medicine|general_surgery|mental_disorders|neonatal|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|plastic_surgery|polytrauma
HOSP-22446,515,ANDHRA PRADESH,Public,True,
HOSP-22447,591,TAMIL NADU,Private(For Profit),False,burns|cardiology|emergency_room|general_medicine|general_surgery|neurosurgery|obgyn|orthopaedics|paediatric_medicine|plastic_surgery|surgical_oncology|urology
HOSP-22448,686,TELANGANA,Private(For Profit),False,
HOSP-22449,672,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22450,374,CHHATTISGARH,Public,True,emergency_room|general_medicine|obgyn
HOSP-22451,64,HARYANA,Private(For Profit),False,cardiology|emergency_room|ent|general_medicine|general_surgery|neonatal|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|polytrauma
HOSP-22452,100,RAJASTHAN,Public,True,emergency_room|general_medicine
HOSP-22453,381,CHHATTISGARH,Public,True,emergency_room|ent|general_medicine|general_surgery|obgyn
HOSP-22454,527,KARNATAKA,Private(For Profit),False,ent|general_surgery|obgyn|orthopaedics|urology
HOSP-22455,130,UTTAR PRADESH,Private(Not For Profit),False,ophthalmology
HOSP-22456,472,MAHARASHTRA,Public,False,
HOSP-22457,665,MAHARASHTRA,Public,False,
HOSP-22458,50,UTTARAKHAND,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine
HOSP-22459,512,TELANGANA,Private(For Profit),False,
HOSP-22460,546,KARNATAKA,Public,True,
HOSP-22461,456,GUJARAT,,False,neonatal|paediatric_medicine
HOSP-22462,119,UTTAR PRADESH,Private(For Profit),False,ophthalmology
HOSP-22463,138,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-22464,514,TELANGANA,Public,True,
HOSP-22465,575,TAMIL NADU,Private(For Profit),False,general_medicine|urology
HOSP-22466,71,HARYANA,Private(For Profit),False,general_surgery|obgyn|urology
HOSP-22467,680,TELANGANA,Public,True,
HOSP-22468,247,NAGALAND,Public,True,burns|emergency_room|general_medicine|obgyn
HOSP-22469,130,UTTAR PRADESH,Private(For Profit),False,general_medicine|general_surgery|neonatal|obgyn|orthopaedics|paediatric_medicine|polytrauma|urology
HOSP-22470,506,ANDHRA PRADESH,Public,True,
HOSP-22471,547,KARNATAKA,Public,True,
HOSP-22472,172,UTTAR PRADESH,Public,True,general_medicine
HOSP-22473,134,UTTAR PRADESH,Private(For Profit),False,ophthalmology
HOSP-22474,87,RAJASTHAN,Public,False,
HOSP-22475,569,TAMIL NADU,Private(For Profit),False,
HOSP-22476,91,RAJASTHAN,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|ophthalmology
HOSP-22477,159,UTTAR PRADESH,Public,True,general_medicine
HOSP-22478,155,UTTAR PRADESH,Public,True,general_medicine
HOSP-22479,580,TAMIL NADU,Private(For Profit),False,
HOSP-22480,569,TAMIL NADU,Private(For Profit),False,
HOSP-22481,647,CHHATTISGARH,Private(For Profit),False,ent|general_medicine|general_surgery|obgyn|orthopaedics
HOSP-22482,566,KERALA,Public,False,emergency_room|ent|general_medicine|general_surgery|neonatal|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine
HOSP-22483,589,TAMIL NADU,Private(For Profit),False,
HOSP-22484,515,ANDHRA PRADESH,Private(For Profit),False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|urology
HOSP-22485,130,UTTAR PRADESH,Public,False,general_medicine
HOSP-22486,102,RAJASTHAN,Public,False,
HOSP-22487,102,RAJASTHAN,Private(For Profit),False,cardiology|emergency_room|ent|general_medicine|general_surgery
HOSP-22488,574,TAMIL NADU,Private(For Profit),False,
HOSP-22489,686,TELANGANA,Private(For Profit),False,general_surgery|obgyn|urology
HOSP-22490,503,ANDHRA PRADESH,Private(For Profit),False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|surgical_oncology|urology
HOSP-22491,143,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-22492,280,ASSAM,Public,False,ent|obgyn|ophthalmology|oral_maxillofacial|paediatric_medicine
HOSP-22493,502,ANDHRA PRADESH,Public,True,
HOSP-22494,243,ARUNACHAL PRADESH,Public,False,emergency_room|ent|general_medicine|general_surgery|mental_disorders|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine
HOSP-22495,102,RAJASTHAN,Private(For Profit),False,
HOSP-22496,131,UTTAR PRADESH,Public,True,general_medicine|obgyn
HOSP-22497,121,UTTAR PRADESH,Public,True,emergency_room|general_medicine|general_surgery|orthopaedics
HOSP-22498,139,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-22499,661,UTTAR PRADESH,Private(Not For Profit),False,emergency_room|general_medicine|general_surgery|neonatal|obgyn|orthopaedics|paediatric_medicine
HOSP-22500,545,KARNATAKA,Public,True,
HOSP-22501,487,MAHARASHTRA,Public,False,
HOSP-22502,130,UTTAR PRADESH,Private(For Profit),False,cardiology|emergency_room|ent|general_medicine|general_surgery|obgyn|ophthalmology|orthopaedics|urology
HOSP-22503,520,ANDHRA PRADESH,Public,True,obgyn
HOSP-22504,387,CHHATTISGARH,Public,True,emergency_room|general_medicine|general_surgery|obgyn
HOSP-22505,505,ANDHRA PRADESH,Public,False,emergency_room|ent|general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine|polytrauma
HOSP-22506,377,CHHATTISGARH,Private(For Profit),False,ophthalmology
HOSP-22507,500,MAHARASHTRA,Public,False,emergency_room|general_medicine|general_surgery|neonatal|obgyn|ophthalmology|orthopaedics|paediatric_medicine
HOSP-22508,33,PUNJAB,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-22509,545,KARNATAKA,Public,True,obgyn|paediatric_cancer
HOSP-22510,157,UTTAR PRADESH,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|obgyn|orthopaedics
HOSP-22511,659,UTTAR PRADESH,Public,True,general_medicine
HOSP-22512,339,JHARKHAND,Private(For Profit),False,neonatal|paediatric_medicine|paediatric_surgery
HOSP-22513,36,PUNJAB,Private(For Profit),False,medical_oncology|radiation_oncology
HOSP-22514,162,UTTAR PRADESH,Private(Not For Profit),False,general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine
HOSP-22515,164,UTTAR PRADESH,Private(For Profit),False,general_surgery|obgyn
