hospital_ref,district_code,state,hospital_type,basic_tier,specialties
HOSP-11347,573,TAMIL NADU,Private(For Profit),False,
HOSP-11348,441,GUJARAT,Private(For Profit),False,neurosurgery
HOSP-11349,462,GUJARAT,Private(For Profit),False,general_surgery|obgyn
HOSP-11350,694,TELANGANA,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-11351,164,UTTAR PRADESH,Public,True,emergency_room|general_medicine|obgyn
HOSP-11352,339,JHARKHAND,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|polytrauma|urology
HOSP-11353,93,RAJASTHAN,GOI,False,
HOSP-11354,569,TAMIL NADU,Private(For Profit),False,ophthalmology
HOSP-11355,451,GUJARAT,Private(For Profit),False,neonatal|paediatric_medicine
HOSP-11356,635,KARNATAKA,Public,True,emergency_room|general_medicine
HOSP-11357,548,KARNATAKA,Public,True,
HOSP-11358,531,KARNATAKA,Public,True,
HOSP-11359,197,BIHAR,Public,True,emergency_room|general_medicine
HOSP-11360,549,KARNATAKA,Public,True,
HOSP-11361,455,GUJARAT,Private(For Profit),False,general_surgery|orthopaedics|polytrauma|urology
HOSP-11362,155,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-11363,157,UTTAR PRADESH,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|obgyn|orthopaedics
HOSP-11364,120,UTTAR PRADESH,Private(For Profit),False,ophthalmology
HOSP-11365,92,RAJASTHAN,Public,False,
HOSP-11366,148,UTTAR PRADESH,Private(Not For Profit),False,cardiology|ctvs|general_medicine|general_surgery|neurosurgery|obgyn|orthopaedics|polytrauma
HOSP-11367,511,ANDHRA PRADESH,Private(For Profit),False,burns|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|plastic_surgery|polytrauma|urology
HOSP-11368,224,BIHAR,Private(For Profit),False,general_surgery|obgyn|urology
HOSP-11369,571,TAMIL NADU,Private(For Profit),False,
HOSP-11370,178,UTTAR PRADESH,Private(For Profit),False,orthopaedics
HOSP-11371,387,CHHATTISGARH,Private(For Profit),False,general_medicine|orthopaedics
HOSP-11372,121,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-11373,548,KARNATAKA,Public,True,
HOSP-11374,530,KARNATAKA,Public,True,emergency_room|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|orthopaedics|paediatric_surgery|urology
HOSP-11375,94,RAJASTHAN,Public,True,
HOSP-11376,692,TELANGANA,Private(For Profit),False,
HOSP-11377,510,ANDHRA PRADESH,Private(For Profit),False,cardiology|ctvs|emergency_room|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|orthopaedics|paediatric_medicine|urology
HOSP-11378,91,RAJASTHAN,Private(For Profit),False,obgyn
HOSP-11379,378,CHHATTISGARH,Public,True,emergency_room|general_medicine|general_surgery|obgyn
HOSP-11380,604,HARYANA,Public,True,emergency_room|general_medicine|obgyn
HOSP-11381,116,RAJASTHAN,Public,True,
HOSP-11382,505,ANDHRA PRADESH,Private(For Profit),False,
HOSP-11383,575,TAMIL NADU,Private(For Profit),False,ophthalmology
HOSP-11384,548,KARNATAKA,Public,True,
HOSP-11385,631,KARNATAKA,Public,True,
HOSP-11386,712,MANIPUR,Public,True,emergency_room|general_medicine|general_surgery|obgyn|paediatric_medicine
HOSP-11387,38,PUNJAB,Private(For Profit),False,general_surgery|obgyn|urology
HOSP-11388,64,HARYANA,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|urology
HOSP-11389,535,KARNATAKA,Public,True,
HOSP-11390,548,KARNATAKA,Public,True,
HOSP-11391,377,CHHATTISGARH,Public,True,emergency_room|general_medicine|general_surgery|obgyn
HOSP-11392,180,UTTAR PRADESH,Public,True,general_medicine
HOSP-11393,455,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-11394,457,GUJARAT,Private(For Profit),False,neonatal|paediatric_medicine|paediatric_surgery
HOSP-11395,506,ANDHRA PRADESH,Public,True,
HOSP-11396,457,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-11397,569,TAMIL NADU,Public,False,
HOSP-11398,547,KARNATAKA,Public,True,
HOSP-11399,493,MAHARASHTRA,Private(For Profit),False,
HOSP-11400,507,TELANGANA,Public,False,
HOSP-11401,186,UTTAR PRADESH,Public,False,cardiology|emergency_room|ent|general_medicine|general_surgery|mental_disorders|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|polytrauma
HOSP-11402,507,TELANGANA,Private(For Profit),False,cardiology|ctvs|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neurosurgery|ophthalmology|orthopaedics|paediatric_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-11403,385,CHHATTISGARH,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neonatal|neurosurgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|polytrauma|surgical_oncology|urology
HOSP-11404,94,RAJASTHAN,Public,True,emergency_room|general_medicine
HOSP-11405,331,JHARKHAND,Public,True,emergency_room|general_medicine|general_surgery|obgyn|paediatric_medicine
HOSP-11406,74,HARYANA,Private(For Profit),False,general_surgery|obgyn
HOSP-11407,580,TAMIL NADU,Private(For Profit),False,general_surgery|obgyn|urology
HOSP-11408,692,TELANGANA,Public,True,
HOSP-11409,506,ANDHRA PRADESH,Public,True,
HOSP-11410,249,NAGALAND,Public,True,burns|general_medicine|obgyn|paediatric_medicine
HOSP-11411,567,KERALA,Private(For Profit),False,cardiology|general_medicine|general_surgery|oral_maxillofacial|paediatric_medicine|paediatric_surgery
HOSP-11412,536,KARNATAKA,Public,False,
HOSP-11413,168,UTTAR PRADESH,Private(For Profit),False,neonatal|oral_maxillofacial|paediatric_medicine
HOSP-11414,396,MADHYA PRADESH,Public,False,emergency_room|general_medicine|general_surgery|ophthalmology|orthopaedics|paediatric_medicine
HOSP-11415,75,HARYANA,Private(Not For Profit),False,cardiology|emergency_room|general_medicine|general_surgery|obgyn|ophthalmology|orthopaedics
HOSP-11416,183,UTTAR PRADESH,Public,True,general_medicine
HOSP-11417,59,HARYANA,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|orthopaedics
HOSP-11418,609,PUNJAB,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics
HOSP-11419,497,MAHARASHTRA,Private(For Profit),False,
HOSP-11420,501,TELANGANA,Public,True,
HOSP-11421,752,ANDHRA PRADESH,Public,True,
HOSP-11422,492,MAHARASHTRA,Private(For Profit),False,
HOSP-11423,681,TELANGANA,Public,True,
HOSP-11424,527,KARNATAKA,Public,True,
HOSP-11425,501,TELANGANA,Public,False,emergency_room|ent|general_medicine|general_surgery|medical_oncology|neonatal|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|paediatric_surgery|polytrauma|urology
HOSP-11426,525,KARNATAKA,Public,False,
HOSP-11427,573,TAMIL NADU,Private(For Profit),False,orthopaedics
HOSP-11428,505,ANDHRA PRADESH,Private(For Profit),False,ent|interventional_neuroradiology|neurosurgery|orthopaedics|polytrauma|urology
HOSP-11429,325,JHARKHAND,Public,False,burns|cardiology|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|surgical_oncology|urology
HOSP-11430,162,UTTAR PRADESH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|interventional_neuroradiology|neonatal|neurosurgery|obgyn|oral_maxillofacial|paediatric_medicine|surgical_oncology
HOSP-11431,530,KARNATAKA,Public,False,
HOSP-11432,459,GUJARAT,Private(For Profit),False,cardiology|general_medicine|general_surgery|neonatal|obgyn|orthopaedics|paediatric_medicine|urology
HOSP-11433,586,TAMIL NADU,Public,False,
HOSP-11434,34,PUNJAB,Private(For Profit),False,cardiology|ctvs|medical_oncology|orthopaedics|radiation_oncology|surgical_oncology
HOSP-11435,162,UTTAR PRADESH,Private(Not For Profit),False,ent|general_surgery|obgyn|orthopaedics
HOSP-11436,125,UTTAR PRADESH,Public,True,emergency_room|general_medicine
HOSP-11437,457,GUJARAT,Private(For Profit),False,neonatal|paediatric_medicine
HOSP-11438,157,UTTAR PRADESH,Private(For Profit),False,burns|emergency_room|general_medicine|general_surgery|neonatal|neurosurgery|obgyn|orthopaedics|paediatric_medicine|paediatric_surgery|polytrauma|urology
HOSP-11439,386,CHHATTISGARH,Private(For Profit),False,ophthalmology|orthopaedics
HOSP-11440,562,KERALA,Public,False,
HOSP-11441,530,KARNATAKA,Public,True,
HOSP-11442,542,KARNATAKA,Public,True,
HOSP-11443,457,GUJARAT,Private(For Profit),False,neonatal
HOSP-11444,688,TELANGANA,Public,True,
HOSP-11445,520,ANDHRA PRADESH,Public,False,medical_oncology|radiation_oncology|surgical_oncology
HOSP-11446,441,GUJARAT,Public,False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-11447,506,ANDHRA PRADESH,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|orthopaedics|polytrauma|urology
HOSP-11448,630,KARNATAKA,Public,True,
HOSP-11449,457,GUJARAT,Private(For Profit),False,orthopaedics
HOSP-11450,117,RAJASTHAN,Private(For Profit),False,ophthalmology
HOSP-11451,506,ANDHRA PRADESH,Public,True,
HOSP-11452,339,JHARKHAND,Private(Not For Profit),False,burns|cardiology|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|neurosurgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|plastic_surgery|urology
HOSP-11453,518,TELANGANA,Private(For Profit),False,
HOSP-11454,61,HARYANA,Private(For Profit),False,general_surgery|obgyn|ophthalmology
HOSP-11455,559,KERALA,Private(For Profit),False,cardiology|emergency_room|general_medicine|general_surgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|polytrauma
HOSP-11456,474,MAHARASHTRA,Private(For Profit),False,cardiology|ctvs|emergency_room|general_medicine|general_surgery|urology
HOSP-11457,527,KARNATAKA,Public,True,
HOSP-11458,222,BIHAR,Public,True,
HOSP-11459,212,BIHAR,Private(For Profit),False,general_surgery|obgyn|orthopaedics|paediatric_medicine
HOSP-11460,158,UTTAR PRADESH,Private(Not For Profit),False,general_surgery|obgyn|orthopaedics
HOSP-11461,596,TAMIL NADU,Public,False,
HOSP-11462,540,KARNATAKA,Public,False,
HOSP-11463,511,ANDHRA PRADESH,Public,True,emergency_room|general_medicine|general_surgery|obgyn|paediatric_medicine
HOSP-11464,568,TAMIL NADU,Public,False,
HOSP-11465,123,UTTAR PRADESH,Private(For Profit),False,neonatal|paediatric_medicine
HOSP-11466,162,UTTAR PRADESH,Public,False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|obgyn|ophthalmology|orthopaedics|paediatric_medicine|plastic_surgery|surgical_oncology|urology
HOSP-11467,676,GUJARAT,Private(For Profit),False,neonatal|paediatric_medicine
HOSP-11468,131,UTTAR PRADESH,Public,False,emergency_room|general_medicine|general_surgery|obgyn
HOSP-11469,523,ANDHRA PRADESH,Public,True,
HOSP-11470,530,KARNATAKA,Public,False,
HOSP-11471,665,MAHARASHTRA,Public,False,
HOSP-11472,180,UTTAR PRADESH,Public,True,general_medicine
HOSP-11473,162,UTTAR PRADESH,Private(For Profit),False,emergency_room|ent|general_medicine|general_surgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|urology
HOSP-11474,153,UTTAR PRADESH,Private(For Profit),False,ent|general_medicine|general_surgery|neonatal|neurosurgery|obgyn|oral_maxillofacial|orthopaedics|paediatric_medicine|urology
HOSP-11475,280,ASSAM,Public,False,burns|emergency_room|general_medicine|general_surgery|mental_disorders|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|plastic_surgery|polytrauma
HOSP-11476,514,TELANGANA,Private(For Profit),False,
HOSP-11477,157,UTTAR PRADESH,Private(For Profit),False,ent|general_surgery|orthopaedics|polytrauma|urology
HOSP-11478,102,RAJASTHAN,Private(For Profit),False,burns|emergency_room|ent|general_medicine|general_surgery|obgyn|orthopaedics|plastic_surgery
HOSP-11479,324,JHARKHAND,Private(For Profit),False,orthopaedics
HOSP-11480,178,UTTAR PRADESH,Private(For Profit),False,general_surgery|orthopaedics
HOSP-11481,487,MAHARASHTRA,Private(For Profit),False,
HOSP-11482,502,ANDHRA PRADESH,Public,True,
HOSP-11483,494,MAHARASHTRA,Public,False,
HOSP-11484,123,UTTAR PRADESH,Public,True,obgyn|ophthalmology
HOSP-11485,484,MAHARASHTRA,Public,False,cardiology|emergency_room|general_medicine|general_surgery|medical_oncology|mental_disorders|neurosurgery|paediatric_medicine|radiation_oncology|urology
HOSP-11486,458,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-11487,523,ANDHRA PRADESH,Public,True,
HOSP-11488,459,GUJARAT,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-11489,745,ANDHRA PRADESH,Public,True,
HOSP-11490,505,ANDHRA PRADESH,Private(For Profit),False,ent|general_surgery|obgyn|orthopaedics|polytrauma|surgical_oncology|urology
HOSP-11491,527,KARNATAKA,Private(For Profit),False,ophthalmology|orthopaedics|paediatric_cancer|paediatric_surgery
HOSP-11492,339,JHARKHAND,GOI,False,emergency_room|general_medicine|obgyn|ophthalmology|orthopaedics
HOSP-11493,41,PUNJAB,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-11494,86,RAJASTHAN,Public,True,
HOSP-11495,137,UTTAR PRADESH,Private(For Profit),False,general_medicine|general_surgery|obgyn|ophthalmology|oral_maxillofacial
HOSP-11496,524,KARNATAKA,Public,False,
HOSP-11497,568,TAMIL NADU,Public,False,
HOSP-11498,50,UTTARAKHAND,Private(Not For Profit),False,emergency_room|general_medicine|general_surgery|neonatal|obgyn|orthopaedics|paediatric_medicine|polytrauma
HOSP-11499,92,RAJASTHAN,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn
HOSP-11500,503,ANDHRA PRADESH,Public,True,
HOSP-11501,513,TELANGANA,Public,True,emergency_room|general_medicine
HOSP-11502,452,GUJARAT,Private(Not For Profit),False,orthopaedics
HOSP-11503,410,MADHYA PRADESH,Public,True,general_surgery
HOSP-11504,270,TRIPURA,Public,False,emergency_room|ent|general_surgery|obgyn|ophthalmology|orthopaedics
HOSP-11505,594,TAMIL NADU,Public,False,
HOSP-11506,530,KARNATAKA,Public,False,
HOSP-11507,278,MEGHALAYA,Private(Not For Profit),False,emergency_room|general_medicine|general_surgery|neonatal|obgyn|orthopaedics|paediatric_medicine
HOSP-11508,388,CHHATTISGARH,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics
HOSP-11509,700,TELANGANA,Public,True,
HOSP-11510,39,PUNJAB,Public,False,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-11511,322,JHARKHAND,Private(For Profit),False,emergency_room|general_medicine|general_surgery|obgyn|orthopaedics|paediatric_medicine
HOSP-11512,507,TELANGANA,Private(For Profit),False,
HOSP-11513,496,MAHARASHTRA,Private(For Profit),False,
HOSP-11514,505,ANDHRA PRADESH,Private(For Profit),False,
HOSP-11515,544,KARNATAKA,Public,True,
HOSP-11516,157,UTTAR PRADESH,Public,True,general_medicine
HOSP-11517,186,UTTAR PRADESH,Private(Not For Profit),False,emergency_room|ent|general_medicine|general_surgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_medicine
HOSP-11518,161,UTTAR PRADESH,Public,True,general_medicine
HOSP-11519,171,UTTAR PRADESH,Private(For Profit),False,general_medicine|neurosurgery|obgyn|orthopaedics
HOSP-11520,143,UTTAR PRADESH,Public,True,general_medicine
HOSP-11521,760,CHHATTISGARH,Public,True,emergency_room|general_medicine|obgyn|paediatric_medicine|polytrauma
HOSP-11522,561,KERALA,Private(Not For Profit),False,general_medicine
HOSP-11523,640,UTTAR PRADESH,Public,True,general_medicine
HOSP-11524,28,PUNJAB,Private(Not For Profit),False,neonatal|paediatric_medicine
HOSP-11525,106,RAJASTHAN,Public,True,
HOSP-11526,516,TELANGANA,Private(For Profit),False,ophthalmology
HOSP-11527,102,RAJASTHAN,Public,True,
HOSP-11528,502,ANDHRA PRADESH,Private(For Profit),False,
HOSP-11529,490,MAHARASHTRA,Public,False,burns|cardiology|emergency_room|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|neurosurgery|obgyn|orthopaedics|paediatric_medicine|plastic_surgery|polytrauma|surgical_oncology|urology
HOSP-11530,605,PUNJAB,Public,True,burns|cardiology|ctvs|emergency_room|ent|general_medicine|general_surgery|interventional_neuroradiology|medical_oncology|mental_disorders|neonatal|neurosurgery|obgyn|ophthalmology|oral_maxillofacial|orthopaedics|paediatric_cancer|paediatric_medicine|paediatric_surgery|plastic_surgery|polytrauma|radiation_oncology|surgical_oncology|urology
HOSP-11531,87,RAJASTHAN,Public,True,emergency_room|general_medicine
HOSP-11532,135,UTTAR PRADESH,Private(For Profit),False,general_surgery|obgyn|orthopaedics|paediatric_medicine
HOSP-11533,455,GUJARAT,Public,True,emergency_room|general_medicine|obgyn
